dataset,model,tuning_method,iteration,mean_test_score,std_test_score,parameters,wall_time,processor_time,memory_usage
blood_transfusion,xgboost,grid_search,1,0.7620348058902277,0.0014388250433782,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.6}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7620348058902277,0.0014388250433782,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7620348058902277,0.0014388250433782,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.763368139223561,0.0004467930397858,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.6}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7647014725568942,0.0023324111229499,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7620348058902277,0.0014388250433782,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.78209906291834,0.0209305056487459,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.6}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7740776439089693,0.0149271460530191,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7700669344042838,0.0121426610283557,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7620348058902277,0.0014388250433782,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.6}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7620348058902277,0.0014388250433782,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7620348058902277,0.0014388250433782,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7606961178045516,0.0017118465716889,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.6}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7580240963855421,0.0035778482127346,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7580455153949129,0.0131747040831438,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7580883534136547,0.0377685293565391,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.6}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7487443105756358,0.044064818918885,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7514216867469878,0.046724676679745,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7620348058902277,0.0014388250433782,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.6}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7620348058902277,0.0014388250433782,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7620348058902277,0.0014388250433782,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7593574297188755,0.003310432453242,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.6}",3.491535091001424,1.928274776,1026141
blood_transfusion,xgboost,grid_search,1,0.7540187416331995,0.0065042896305801,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",3.491535091001424,1.928274776,1026141
